Record Id,Record Id,Search Name,Srch Created,Type of Case,Subject,Case Mgr,Primary Law Firm,Search Stage,Search Failed Date,K Date,Hours Reported,Source,Division,NOS,Clone?,Billing Date,Last Billed Date
zcrm_1936942000125618043,,2nd Search Amphastar - SR - MS,6-May-22,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Search Terminated,1-Aug-22,,,Inbound,Patent,,TRUE,,
zcrm_1936942000125616505,,National Equities Exchange and Quotations - AP,6-May-22,Tort,Financial,Amy Perkins,Kaufhold Gaskin LLP,Search Terminated,25-Jan-23,,,Outbound,Expansion,320 Assault Libel Slander,FALSE,,
zcrm_1936942000125616298,,Adolescent Brain and Social Media - AP,6-May-22,Tort,Consumer Business,Amy Perkins,Law Office of Michael L Neff PC,Search Terminated,14-Dec-22,,,Outbound,Expansion,360 P.I.: Other,FALSE,,
zcrm_1936942000125551266,,Whey Protein IPR - SR - MS,5-May-22,Intellectual Property,Chemicals - Nonpharmaceuticals,Susanna Ryan,Perkins Coie LLP,Search Terminated,20-May-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000125551001,,Ozempic Tarantino Interview - SR - MS,5-May-22,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Search Terminated,21-Feb-23,,,Inbound,Patent,,FALSE,,
zcrm_1936942000125489101,,Freebie TV Trademark Infringement - CP,5-May-22,Intellectual Property,Consumer Business,Christopher Park,Wick Phillips,Search Terminated,11-May-22,,,Inbound,Patent,840 Trademark,FALSE,,
zcrm_1936942000125484036,,CONFIDENTIAL Lung Cancer Oncologist - CP - MS,5-May-22,Unfiled,Pharmaceuticals,Christopher Park,Alston & Bird LLP,Search Terminated,9-Jun-22,,,Inbound,Patent,,TRUE,,
zcrm_1936942000125159004,,Vyvanse (lisdexamfetamine dimesylate) -PK/PD Expert - CP - MS,4-May-22,Intellectual Property,Pharmaceuticals,Christopher Park,Axinn Veltrop & Harkrider,Search Terminated,14-Jul-22,,,Inbound,Patent,830 Patent,TRUE,,
zcrm_1936942000124990017,,NFT Smart Contracts - CP,2-May-22,Intellectual Property,Technology,Christopher Park,DLA Piper,Search Terminated,7-Jul-22,,,Outbound,Patent,840 Trademark,FALSE,,
zcrm_1936942000124861324,,Illuminated Signs on Vehicles - CP,29-Apr-22,Intellectual Property,Transportation,Christopher Park,Alston & Bird LLP,Search Terminated,23-Jun-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000124762015,,Collagen Cosmetic Product (Dermatologist) - 2nd Contract -AP,29-Apr-22,Class Action,Industrial /Mechanical Design of Consumer Products,Amy Perkins,Price Parkinson & Kerr,Search Terminated,13-May-22,,,Outbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,,
zcrm_1936942000124627705,,Android App Data Privacy - AP,28-Apr-22,Class Action,Technology,Amy Perkins,K&L Gates LLP,Search Terminated,30-Aug-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000124539308,,Tape/Glue Efficacy - AP,27-Apr-22,Class Action,Industrial /Mechanical Design of Consumer Products,Amy Perkins,The Wand Law Firm,Search Terminated,16-Dec-22,,,Inbound,Expansion,,FALSE,,
zcrm_1936942000124483067,,NFT/Blockchain: Trademark to NFT Transfer Valuation - SR,27-Apr-22,Intellectual Property,Financial,Susanna Ryan,Baker & Hostetler LLP,Search Terminated,18-Jul-22,,,Outbound,Patent,840 Trademark,TRUE,,
zcrm_1936942000124384001,,Slingshot Car - SR - MS,26-Apr-22,Tort,Transportation,Susanna Ryan,Akin Gump Strauss Hauer & Feld LLP,Search Terminated,31-May-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000124258019,,Onstar-At-Home Doorbell - CP -MS,26-Apr-22,Intellectual Property,Technology,Christopher Park,Cravath Swaine & Moore LLP,Search Terminated,13-May-22,,,Inbound,Patent,830 Patent,TRUE,,
zcrm_1936942000124167043,,Financial Due Diligence - AP,25-Apr-22,Contract,Financial,Amy Perkins,Lewis Brisbois Bisgaard & Smith LLP,Search Terminated,28-Sep-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000123845199,,Ceiling Sound Systems - CP - MS,22-Apr-22,Intellectual Property,Technology,Christopher Park,Neal Gerber & Eisenberg LLP,Search Terminated,6-May-22,,,Inbound,Patent,830 Patent,FALSE,,
zcrm_1936942000123422366,,Facial Recognition Software - AP,20-Apr-22,Class Action,Technology,Amy Perkins,Carney Bates Pulliam PLLC,Search Terminated,18-May-22,,,Outbound,Expansion,360 P.I.: Other,FALSE,,
zcrm_1936942000123331893,,RV Manufacturing Duties - AP,20-Apr-22,Tort,Transportation,Amy Perkins,Carr Allison,Search Terminated,23-May-22,,,Inbound,Expansion,STA State Case,FALSE,,
zcrm_1936942000123236035,,Intra-Aortic Balloon Pump - ICU Nurse - AP,19-Apr-22,Tort,Medical,Amy Perkins,De La Rosa Law Firm,Search Terminated,28-Mar-23,,,Inbound,Expansion,STA State Case,TRUE,,
zcrm_1936942000122629351,,Lighting Systems and Controls - CP - MS,13-Apr-22,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Christopher Park,Troutman Pepper Hamilton Sanders LLP,Search Terminated,26-Apr-22,,,Inbound,Patent,IPR Inter Partes Review,FALSE,,
zcrm_1936942000122588144,,Solar Energy System - Economist - SR - MS,13-Apr-22,Contract,Energy,Susanna Ryan,Hodgson Russ,Search Terminated,15-Mar-23,,,Inbound,Patent,,TRUE,,
zcrm_1936942000122347365,,IV Bag Technology - CP,11-Apr-22,Intellectual Property,Medical,Christopher Park,"Carlson, Caspers, Vandenburgh & Lindquist, PA",Search Terminated,11-May-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000122318966,,COVID Air Filtration System - AP,11-Apr-22,Class Action,Building and Construction,Amy Perkins,Chimicles Schwartz Kriner & Donaldson-Smith LLP,Search Terminated,13-Oct-22,,,Outbound,Expansion,365 Personal Injury Product Liability,FALSE,,
zcrm_1936942000122318795,,Mercedes-Benz Electrical System Design - AP,11-Apr-22,Tort,Transportation,Amy Perkins,Quill and Arrow LLP,Search Terminated,31-Aug-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000122318703,,Uninsured Motorist Insurance - AP,11-Apr-22,Class Action,Insurance,Amy Perkins,Giacoletto Law Firm,Search Terminated,13-Oct-22,,,Outbound,Expansion,110 Insurance,FALSE,,
zcrm_1936942000122318597,,COVID Learning Loss NYU - AP,11-Apr-22,Class Action,Consumer Business,Amy Perkins,"Anastopoulo Law Firm, LLC",Search Terminated,24-Jun-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000122285090,,Dry Ice Packaging Design Expert- KME,11-Apr-22,Tort,Containers and Packaging,Kara Magid,Crumley Roberts,Search Terminated,18-May-22,,,Inbound,Expansion,,TRUE,,
zcrm_1936942000122099747,,Dry Ice Product Label Expert- KME,8-Apr-22,Tort,Containers and Packaging,Kara Magid,Crumley Roberts,Search Terminated,18-May-22,,,Inbound,Expansion,,FALSE,,
zcrm_1936942000121966562,,Automotive Systems Engineer - AP,8-Apr-22,Class Action,Transportation,Amy Perkins,Capstone Law  APC,Search Terminated,14-Dec-22,,,Inbound,Expansion,195 Contract Product Liability,FALSE,,
zcrm_1936942000121895243,,Ceramic Tile Design Infringement - SR - MS,7-Apr-22,Intellectual Property,Building and Construction,Susanna Ryan,Womble Bond Dickinson LLP,Search Terminated,16-May-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000121875045,,Geological Engineer- KME,7-Apr-22,Contract,Insurance,Kara Magid,Vincent Moreth Attorney at law,Search Terminated,24-Jun-22,,,Inbound,Expansion,,FALSE,,
zcrm_1936942000121730657,,FIFRA Labels - KME,6-Apr-22,Not Litigation,Regulatory,Kara Magid,Layfield Law,Search Terminated,7-Jun-22,,,Inbound,Expansion,,FALSE,,
zcrm_1936942000121677113,,Communication Tech - Mobile Device Damages - KM,5-Apr-22,Intellectual Property,Telecommunications,Kara Magid,Hoffberg & Associates,Search Terminated,7-Feb-23,,,Outbound,Patent,830 Patent,TRUE,,
zcrm_1936942000121616159,,Communication Tech - Secondary Indicia Non-obviousness - KM,5-Apr-22,Intellectual Property,Technology,Kara Magid,Hoffberg & Associates,Search Terminated,7-Feb-23,,,Outbound,Patent,830 Patent,TRUE,,
zcrm_1936942000121537875,,Traffic Control Systems-KMP - MS,4-Apr-22,Intellectual Property,Telecommunications,Kara Magid,Dickinson Wright PLLC,Search Terminated,11-Jul-22,,,Inbound,Patent,830 Patent,FALSE,,
zcrm_1936942000121496117,,Pharmaceutical Executive - SR,4-Apr-22,Contract,Pharmaceuticals,Susanna Ryan,Locke Lord LLP,Search Terminated,20-Apr-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000121456663,,VLIW Implementation - CP - MS,1-Apr-22,Intellectual Property,Technology,Christopher Park,Arnold & Porter Kaye Scholer LLP,Search Terminated,13-May-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000121456352,,Mobile Sales & Location-based Technology - Invalidity - CP - MS,1-Apr-22,Intellectual Property,Technology,Christopher Park,Vorys Sater Seymour & Pease LLP,Search Terminated,10-Jun-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000121438322,,REMS Distribution Expert - CP,4-Apr-22,Intellectual Property,Pharmaceuticals,Christopher Park,Taft Stettinius & Hollister LLP,Search Terminated,19-May-22,,,Inbound,Patent,830 Patent,FALSE,,
zcrm_1936942000121432408,,Economist Package Tourism FMRV - AP,1-Apr-22,Class Action,Consumer Business,Amy Perkins,Quinn Emanuel Urquhart & Sullivan LLP,Search Terminated,14-Dec-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000121432035,,Exterior Sealant Siding - AP,1-Apr-22,Tort,Building and Construction,Amy Perkins,Reed Smith LLP,Search Terminated,14-Dec-22,,,Outbound,Expansion,245 Tort Product Liability,FALSE,,
zcrm_1936942000121413607,,Ingrezza (Valbenazine) - Process Chemist - CP - MS,1-Apr-22,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Search Terminated,25-May-22,,,Inbound,Patent,830 Patent,FALSE,,
zcrm_1936942000121322022,,Online Review Management Practices -Coder- AP,31-Mar-22,Tort,Technology,Amy Perkins,Bursor & Fisher PA,Search Terminated,2-May-22,,,Inbound,Expansion,,TRUE,,
zcrm_1936942000121266170,,Vascular Expert - AP,31-Mar-22,Tort,Medical,Amy Perkins,Palmer Biezup & Henderson LLP,Search Terminated,27-Jun-22,,,Inbound,Expansion,STA State Case,FALSE,,
zcrm_1936942000121184228,,Nonconsensual Biometric Collection- KME,30-Mar-22,Tort,Technology,Kara Magid,Hedin Hall LLP,Search Terminated,1-Jun-22,,,Outbound,Expansion,380 Personal Property: Other,FALSE,,
zcrm_1936942000121149180,,Gym Equipment Software Developer III - CP,31-Mar-22,Intellectual Property,Technology,Christopher Park,Foley & Lardner LLP,Search Terminated,4-May-22,,,Outbound,Patent,,TRUE,,
zcrm_1936942000121135699,,Vehicletalk - CP - MS,30-Mar-22,Intellectual Property,Telecommunications,Christopher Park,Kelley Drye & Warren,Search Terminated,4-May-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000121121050,,Satellite Tracking IPR - CP - MS,30-Mar-22,Intellectual Property,Telecommunications,Christopher Park,Nutter McClennen & Fish LLP,Search Terminated,25-Apr-22,,,Inbound,Patent,830 Patent,TRUE,,
zcrm_1936942000120713516,,Flooded Facility - AP,28-Mar-22,Contract,Insurance,Amy Perkins,Watts Donovan & Tilley,Search Terminated,15-Aug-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000120705175,,Portable Battery Charger - AP,28-Mar-22,Tort,Consumer Business,Amy Perkins,Greenblatt & Agulnick P.C.,Search Terminated,17-Apr-23,,,Outbound,Expansion,385 Prop. Damage Prod. Liability,FALSE,,
zcrm_1936942000120705087,,Automotive Corrosion - AP,28-Mar-22,Class Action,Transportation,Amy Perkins,Gordon & Doner PA,Search Terminated,5-Aug-22,,,Outbound,Expansion,385 Prop. Damage Prod. Liability,FALSE,,
zcrm_1936942000120638147,,Automotive Engine Valve Train - AP,28-Mar-22,Class Action,Transportation,Amy Perkins,Gordon & Doner PA,Search Terminated,14-Dec-22,,,Outbound,Expansion,385 Prop. Damage Prod. Liability,TRUE,,
zcrm_1936942000120565044,,Hard Disk Technology - CP - MS,25-Mar-22,Intellectual Property,Technology,Christopher Park,Asafi Law Firm,Search Terminated,29-Mar-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000120514001,,Nutritional Supplementation - SR - MS,25-Mar-22,Intellectual Property,Chemicals - Nonpharmaceuticals,Susanna Ryan,Sheppard Mullin Richter & Hampton LLP,Search Terminated,1-Jun-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000120289520,,Hybrid Operating Room - SR - MS,23-Mar-22,Intellectual Property,Medical,Susanna Ryan,Sheridan Ross P.C.,Search Terminated,11-May-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000120199147,,2nd Search Wheel Design - SR - MS,23-Mar-22,Intellectual Property,Transportation,Susanna Ryan,DTO Law,Search Terminated,18-Apr-22,,,Outbound,Patent,830 Patent,TRUE,,
zcrm_1936942000120058001,,Vyvanse (lisdexamfetamine dimesylate) -ProDrug Expert - CP - MS,22-Mar-22,Intellectual Property,Pharmaceuticals,Christopher Park,Axinn Veltrop & Harkrider,Search Terminated,18-Jul-22,,,Inbound,Patent,830 Patent,FALSE,,
zcrm_1936942000119995776,,Vyvanse (lisdexamfetamine dimesylate )- Clinician - CP - MS,22-Mar-22,Intellectual Property,Pharmaceuticals,Christopher Park,Axinn Veltrop & Harkrider,Search Terminated,4-May-22,,,Inbound,Patent,830 Patent,TRUE,,
zcrm_1936942000119879025,,Enterprise Software Expert - CP - MS,21-Mar-22,Contract,Medical,Christopher Park,Foley & Lardner LLP,Search Terminated,8-Apr-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000119842593,,Electric Utility Billing & Metering - AP,21-Mar-22,Class Action,Industrial /Mechanical Design of Consumer Products,Amy Perkins,Lambert Coffin,Search Terminated,27-Apr-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000119842495,,Kombucha Alcohol Testing - AP,21-Mar-22,Class Action,Consumer Business,Amy Perkins,Wilentz Goldman & Spitzer PA,Search Terminated,3-May-23,,,Outbound,Expansion,470 Racketeer/Corrupt Organizations,FALSE,,
zcrm_1936942000119842341,,Long-Term Care Insurance - AP,21-Mar-22,Class Action,Insurance,Amy Perkins,Hagens Berman Sobol Shapiro LLP,Search Terminated,6-Apr-22,,,Outbound,Expansion,110 Insurance,FALSE,,
zcrm_1936942000119834092,,Kombucha Damages - AP,21-Mar-22,Class Action,Consumer Business,Amy Perkins,Wilentz Goldman & Spitzer PA,Search Terminated,3-May-23,,,Outbound,Expansion,470 Racketeer/Corrupt Organizations,TRUE,,
zcrm_1936942000119828097,,Collagen Cosmetic Product (Marketing) - AP,21-Mar-22,Class Action,Industrial /Mechanical Design of Consumer Products,Amy Perkins,Price Parkinson & Kerr,Search Terminated,13-May-22,,,Outbound,Expansion,370 Other Fraud or Truth in Lending,TRUE,,
zcrm_1936942000119827083,,Kombucha Labeling & Survey - AP,21-Mar-22,Class Action,Consumer Business,Amy Perkins,Wilentz Goldman & Spitzer PA,Search Terminated,3-May-23,,,Outbound,Expansion,470 Racketeer/Corrupt Organizations,TRUE,,
zcrm_1936942000119642855,,Residential RV Park - AP,18-Mar-22,Contract,Financial,Amy Perkins,Santa Rosa Board of County Commissioners,Search Terminated,23-May-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000119599043,,Knit Footwear - Circular Knitting - 2- SR - MS,18-Mar-22,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Susanna Ryan,Kilpatrick Townsend & Stockton LLP,Search Terminated,9-Apr-22,,,Inbound,Patent,ITC Intl Trade Commn,TRUE,,
zcrm_1936942000119478450,,Playground Design & Installation - SR,17-Mar-22,Intellectual Property,Building and Construction,Susanna Ryan,Meunier Carlin & Curfman LLC,Search Terminated,22-Jun-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000119349631,,401k Investment Plan Management - AP,16-Mar-22,Class Action,Financial,Amy Perkins,Morgan Lewis & Bockius LLP,Search Terminated,3-May-23,,,Outbound,Expansion,791 Labor: ERISA,FALSE,,
zcrm_1936942000119164231,,Short-circuit Semiconductor Device - SR - MS,15-Mar-22,Intellectual Property,Technology,Susanna Ryan,Susman Godfrey LLP,Search Terminated,17-Aug-22,,,Outbound,Patent,,FALSE,,
zcrm_1936942000119161394,,Moana Fraud - AP,15-Mar-22,Intellectual Property,Consumer Business,Amy Perkins,"Buether Joe & Carpenter, LLC",Search Terminated,2-Aug-22,,,Outbound,Expansion,820 Copyright,FALSE,,
zcrm_1936942000119154047,,Medical Examiner Office Practices - AP,15-Mar-22,Tort,Consumer Business,Amy Perkins,Sweeney & Sheehan,Search Terminated,20-Jun-22,,,Inbound,Expansion,STA State Case,TRUE,,
zcrm_1936942000119117001,,Website Design / eCommerce Expert - CP - MS,15-Mar-22,Intellectual Property,Technology,Christopher Park,Willenken Wilson Loh & Delgado LLP,Search Terminated,21-Mar-22,,,Inbound,Patent,,TRUE,,
zcrm_1936942000119063792,,Otologist/Neurotologist - AP,14-Mar-22,Tort,Medical,Amy Perkins,,Search Terminated,7-Apr-22,,,Inbound,Expansion,,FALSE,,
zcrm_1936942000119048524,,Hematologist treating Myelofibrosis - AP,14-Mar-22,Class Action,Medical,Amy Perkins,Kaplan Fox & Kilsheimer LLP,Search Terminated,1-Jun-22,,,Outbound,Expansion,850 Securities/Commodities,FALSE,,
zcrm_1936942000119048446,,Farm Equipment Valuation - AP,14-Mar-22,Tort,Agriculture,Amy Perkins,ENGLES KETCHAM LAW FIRM,Search Terminated,2-May-22,,,Outbound,Expansion,385 Prop. Damage Prod. Liability,FALSE,,
zcrm_1936942000119001058,,DNA Kit - AP,14-Mar-22,Pro bono,Medical,Amy Perkins,Robbins Geller Rudman & Dowd LLP,Search Terminated,22-Apr-22,,,Outbound,Expansion,,FALSE,,
zcrm_1936942000118714062,,Surface Area of Hydrus Stent - Ethier - SR,11-Mar-22,Intellectual Property,Medical,Susanna Ryan,Cooley LLP,Search Terminated,27-Jul-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000118627741,,Hot Tub Pump Design - AP,10-Mar-22,Tort,Industrial /Mechanical Design of Consumer Products,Amy Perkins,Douglas Haun & Heidemann,Search Terminated,20-Jul-22,,,Outbound,Expansion,,FALSE,,
zcrm_1936942000118627663,,Gift Card Statistics & Analytics - AP,10-Mar-22,Class Action,Financial,Amy Perkins,Douglas Haun & Heidemann,Search Terminated,30-Aug-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000118470866,,Industrial Shroud Assembly - SR,9-Mar-22,Intellectual Property,Building and Construction,Susanna Ryan,Harness Dickey & Pierce PLC,Search Terminated,3-Oct-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000118470665,,Post-Secondary Education Learning Loss - AP,9-Mar-22,Class Action,Consumer Business,Amy Perkins,Francis Mailman Soumilas PC,Search Terminated,6-Apr-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000118356232,,Mobile Technology Navigation System - SR - MS,8-Mar-22,Intellectual Property,Telecommunications,Susanna Ryan,Ramey & Browning,Search Terminated,27-Apr-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000118211363,,Automotive Coatings Chemist - CP - MS,7-Mar-22,Intellectual Property,Chemicals - Nonpharmaceuticals,Christopher Park,Reed Smith LLP,Search Terminated,14-Apr-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000118104222,,Garage Door Industry Expert - CP - GBX- MS,7-Mar-22,Intellectual Property,Consumer Business,Christopher Park,"Adduci, Mastriani & Schaumberg, LLP",Search Terminated,23-Mar-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000117925981,,Tree Stand Asset Purchase Agreement - AP,4-Mar-22,Contract,Financial,Amy Perkins,Zimmer & Rens LLC,Search Terminated,6-Jun-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000117925907,,Electric Car Charger - CP - MS,4-Mar-22,Intellectual Property,Transportation,Christopher Park,Altima Advisors,Search Terminated,11-May-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000117785753,,Retirement Investment Plan Single Stock - AP,3-Mar-22,Class Action,Financial,Amy Perkins,Bailey & Glasser LLP,Search Terminated,7-Jun-22,,,Outbound,Expansion,791 Labor: ERISA,FALSE,,
zcrm_1936942000117496042,,Furniture Lighting - CP,1-Mar-22,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Christopher Park,Mayer Brown,Search Terminated,4-May-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000117454881,,Apple iOS Software -Marketing- AP,1-Mar-22,Class Action,Telecommunications,Amy Perkins,Oved & Oved,Search Terminated,29-Mar-22,,,Outbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,,
zcrm_1936942000117337402,,Knit Footwear - Diligent Searcher - SR,28-Feb-22,Intellectual Property,Consumer Business,Susanna Ryan,Kilpatrick Townsend & Stockton LLP,Search Terminated,26-Mar-22,,,Inbound,Patent,ITC Intl Trade Commn,FALSE,,
zcrm_1936942000117307013,,IPO Damages - AP,28-Feb-22,Contract,Financial,Amy Perkins,Shahmoon Keller PLLC,Search Terminated,17-Jun-22,,,Outbound,Expansion,850 Securities/Commodities,TRUE,,
zcrm_1936942000117290003,,IPO Warrants - AP,28-Feb-22,Contract,Financial,Amy Perkins,Shahmoon Keller PLLC,Search Terminated,17-Jun-22,,,Outbound,Expansion,850 Securities/Commodities,FALSE,,
zcrm_1936942000117275013,,Faulty Prenatal Testing - Geneticist - SR - MS,28-Feb-22,Class Action,Medical,Susanna Ryan,Girard Sharp LLP,Search Terminated,13-Apr-23,,,Outbound,Patent,370 Other Fraud or Truth in Lending,TRUE,,
zcrm_1936942000117227075,,Cybersecurity Personal Data - AP,28-Feb-22,Class Action,Technology,Amy Perkins,Morgan & Morgan,Search Terminated,28-Sep-22,,,Outbound,Expansion,360 P.I.: Other,FALSE,,
zcrm_1936942000117186246,,Breast Pump - design patent survey expert - CP,28-Feb-22,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Christopher Park,Dunlap Bennett & Ludwig PLLC,Search Terminated,3-Mar-22,,,Outbound,Patent,,TRUE,,
zcrm_1936942000116955119,,Faulty Prenatal Testing - OBGYN - SR - MS,25-Feb-22,Class Action,Medical,Susanna Ryan,Girard Sharp LLP,Search Terminated,11-Apr-23,,,Outbound,Patent,370 Other Fraud or Truth in Lending,FALSE,,
zcrm_1936942000116920889,,Water Heater Design & Installation - AP,25-Feb-22,Tort,Industrial /Mechanical Design of Consumer Products,Amy Perkins,MCCOY LEAVITT LASKEY LLC,Search Terminated,14-Dec-22,,,Outbound,Expansion,385 Prop. Damage Prod. Liability,FALSE,,
zcrm_1936942000116489274,,Pre-Fetching - SR,24-Feb-22,Unfiled,Technology,Susanna Ryan,King & Spalding LLP,Search Terminated,1-Jun-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000116453730,,Cold Storage Facility - AP,22-Feb-22,Unfiled,Building and Construction,Amy Perkins,Brach Eichler LLC,Search Terminated,21-Jun-22,,,Inbound,Expansion,,FALSE,,
zcrm_1936942000116453141,,Investment Damages - AP,22-Feb-22,Class Action,Financial,Amy Perkins,Schlichter Bogard LLP,Search Terminated,7-Jul-22,,,Outbound,Expansion,791 Labor: ERISA,FALSE,,
zcrm_1936942000116335084,,Pet Food Portions - AP,21-Feb-22,Class Action,Food/Beverage,Amy Perkins,Pogust Goodhead,Search Terminated,27-Jul-22,,,Outbound,Expansion,365 Personal Injury Product Liability,FALSE,,
zcrm_1936942000116136136,,CBD Testing - AP,18-Feb-22,Class Action,Pharmaceuticals,Amy Perkins,DLA Piper,Search Terminated,18-Apr-22,,,Outbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,,
zcrm_1936942000115818729,,URGENT: Vehicle Wear Analysis - AP,16-Feb-22,Class Action,Transportation,Amy Perkins,DTO Law,Search Terminated,22-Feb-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000115762659,,Commercial Waste Hauling - AP,16-Feb-22,Class Action,Consumer Business,Amy Perkins,Zebersky Payne,Search Terminated,2-Aug-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000115762526,,Optimal Digital Display - CP - MS,16-Feb-22,Intellectual Property,Technology,Christopher Park,Banie & Ishimoto,Search Terminated,22-Mar-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000115654088,,Concussion Permanency - AP,15-Feb-22,Tort,Medical,Amy Perkins,LaMothe McNiff Relethford LLC,Search Terminated,22-Jun-22,,,Inbound,Expansion,STA State Case,FALSE,,
zcrm_1936942000115602488,,IoT Expert - CP,15-Feb-22,Contract,Technology,Christopher Park,Paul Hastings LLP,Search Terminated,23-Mar-22,,,Inbound,Patent,,FALSE,,
zcrm_1936942000115508913,,Cosmetics Slack-Fill - AP,14-Feb-22,Class Action,Industrial /Mechanical Design of Consumer Products,Amy Perkins,Marlin & Saltzman LLP,Search Terminated,14-Mar-22,,,Inbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,,
zcrm_1936942000115480937,,UV LEDs - CP - MS,14-Feb-22,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Christopher Park,Pillsbury Winthrop Shaw Pittman LLP,Search Terminated,13-Apr-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000115371768,,Beverage System - SR - MS,11-Feb-22,Intellectual Property,Food/Beverage,Susanna Ryan,Reichel Stohry,Search Terminated,13-Jun-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000115361834,,Investment Broker Supervision - AP,11-Feb-22,Tort,Financial,Amy Perkins,Brach Eichler LLC,Search Terminated,19-Apr-22,,,Inbound,Expansion,,FALSE,,
zcrm_1936942000115350466,,Rent to Own Pricing compliance - AP,11-Feb-22,Class Action,Consumer Business,Amy Perkins,Dechert LLP,Search Terminated,28-Feb-22,,,Outbound,Expansion,380 Personal Property: Other,FALSE,,
zcrm_1936942000115264099,,Location-Based Discovery - SR - MS,10-Feb-22,Intellectual Property,Telecommunications,Susanna Ryan,Fish & Richardson,Search Terminated,7-Mar-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000115167911,,Fertility Method (Liability) - SR,10-Feb-22,Intellectual Property,Medical,Susanna Ryan,La Reddola Lester & Associates,Search Terminated,10-Jun-22,,,Outbound,Patent,830 Patent,FALSE,,
zcrm_1936942000115098102,,Fertility Method (Damages) - SR - MS,10-Feb-22,Intellectual Property,Medical,Susanna Ryan,La Reddola Lester & Associates,Search Terminated,10-Jun-22,,,Outbound,Patent,830 Patent,TRUE,,
zcrm_1936942000114545252,,Healthcare Hospital Pension Plans -AP,7-Feb-22,Class Action,Financial,Amy Perkins,James White Firm LLC,Search Terminated,20-Jul-22,,,Outbound,Expansion,791 Labor: ERISA,FALSE,,
zcrm_1936942000114536706,,Leased Property- KME,7-Feb-22,Contract,Consumer Business,Kara Magid,Quinn Emanuel Urquhart & Sullivan LLP,Search Terminated,14-Jun-22,,,Outbound,Expansion,190 Contract: Other,FALSE,,
zcrm_1936942000114382400,,Deceptive Hazel Toners (Damages) - AP,4-Feb-22,Class Action,Consumer Business,Amy Perkins,The Keeton Firm LLC,Search Terminated,8-Apr-22,,,Outbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,,
